position,company,description,numreview,location
"Software Engineer, Computational Photography",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.</p>
<p>In this role, you will work on core algorithms in the Android camera platform to fundamentally improve the photography and cinematography experience. This covers both the improvements of the image quality and creating new computational photography features. You will develop the end-to-end solution, including algorithm design, implementation, quality evaluation, performance optimization to the final deployment.
</p><p>You will work with software engineers, hardware engineers, researchers, and image scientists across the Google to push the performance of the modern mobile imaging system, commercialize new features, and develop the architecture for the future products. You will demonstrate leadership in driving the project forward.
</p><p>Making the world's information universally accessible and useful doesn't stop at the desktop. The Mobile team builds tools to get you the information you need no matter where you are. Android has become the world's most popular mobile ecosystem, powering billions of devices, from smartphones to tablets, watches to TVs and everything in between. Whether adding to the core Android experience, forging new markets for digital content, creating immersive and portable versions of our products or managing relationships with a global community of developers, the Mobile team is giving you Google on the go.</p><p>
Making the world's information universally accessible and useful doesn't stop at the desktop. The Mobile team builds tools to get you the information you need no matter where you are. Android has become the world's most popular mobile ecosystem, powering billions of devices, from smartphones to tablets, watches to TVs and everything in between. Whether adding to the core Android experience, forging new markets for digital content, creating immersive and portable versions of our products or managing relationships with a global community of developers, the Mobile team is giving you Google on the go.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Develop the new algorithms to improve the image/video quality (SNR, color reproduction, stabilization, facial enhancements) or enable new photography features.</li>
<li>Optimize and integrate the solution into Google products.</li>
<li>Collaborate hardware to design the pipeline architecture to enable new features.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Masters degree and 4 years of experience, or PhD in EE/CS.</li>
<li>Experience in computer vision/machine learning, image processing, or computer graphics</li>
<li>Experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Objective C, Python, JavaScript, or Go.</li>
</ul><br>
Preferred qualifications:<ul>
<li>Experience in computational photography algorithm or ISP (3A and image restoration/enhancement algorithms) development.</li>
<li>Experience in GPU or Halide programming.</li>
<li>Experience in color science or subjective image quality assessment.</li>
<li>Excellent communication skills.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
Computer Vision & Deep Learning Scientist,JD.com,"<span id=""job_summary"" class=""summary"">Computer Vision&amp; Deep Learning Scientist - AI
<br><br>
JD Big Data Division
<br><br>
Our team focus on bring most recent technologies into AI services for JD Group. We have huge amount computation resources in our big data cluster and machine learning platform, we also have huge amount data with annotations for development. Integrated with machine learning and big data, we develop AI services in computer vision, improving JD’s automated operations, optimizing JD.com website and speedup JD’s warehousing.
<br><br>
Job Description
<br><br>
Recruiting highly qualified Scientists/Algorithm Engineers into the core technology team, to help in the continued expansion of our technology in AI systems. We are looking for intelligent, enthusiastic engineers, with MS or PhD degree and background in machine learning, ideally with a strong focus on AI, Computer Vision and Deep Learning. Excellent software engineering ability is vital to take academic theory through to a practical working system.
<br><br>
Qualifications
<br><br>
<ul>
<li>MS or PhD in Computer Science or related disciplines</li>
<li>Background: expertise in AI, Deep Learning, machine learning and computer vision techniques</li>
<li>Experience with OpenCV, Python/Matlab image processing packages</li>
<li>Experience with projects of visual object detection/object recognition, image segmentation, image classification, visual search, 3D vision/AR.</li>
<li>Experience with Neural Network families, such as CNN, RNN/LSTM, GAN.</li>
<li>2+ years of experience with one or more of the following frameworks: Caffe, TensorFlow, MXNet, Torch, Theano, and Caffe2 is a plus. Experience with development customized Deep Learning inference framework is big plus.</li>
<li>3+ years of programming experience in C/C++, Python, and MATLAB</li>
<li>Experience with software engineering tools and linux environment (e.g., Git, CMake, CI, gdb, etc)</li>
<li>Knowledge of parallel computing, CUDA, OpenCL is a plus</li>
<li>Experience with mobile application development is a plus</li>
<li>Publications on top-tier conference, such as CVPR/ICCV/ECCV/NIPS, are big plus.</li>
</ul>
Job Responsibilities
<br><br>
<ul>
<li>Research on cutting-edge technologies of deep learning, and develop algorithms/models to solve real complex computer vision problems. You will mainly responsible for one or more of following directions:</li>
<li>Research, design and implement advanced algorithms for computer vision applications.</li>
<li>Prototype innovative deep learning networks/models for multi-task problems, including object detection, object recognition, landmark detection, etc.</li>
<li>Research and develop on deep compression, optimization on mobile devices.</li>
<li>Research on cutting-edge technologies, such GAN, Visual QA, Image dense captioning, face landmark localization, Deep SLAM, etc.</li>
</ul>
</span>",6 reviews,"Mountain View, CA"
Process Analytical Scientist,IGM Biosciences,"<span id=""job_summary"" class=""summary""><div><p><b>IGM Biosciences</b> is a privately held, biotechnology company focused on the discovery and development of innovative therapeutic antibodies for the treatment of cancer, autoimmune disorders and infectious diseases. Since 2011, we have pioneered a new field of antibody development by creating novel IgM and IgA antibodies. Our proprietary platform of high avidity, natural and engineered human antibodies utilizes novel mechanisms of action that specifically target cell types involved in disease pathways. We are building a strong pipeline of biologics for oncology, infectious disease and immunology disease drug candidates.</p>
<p>
We are seeking a collaborative and driven Analytical Scientist to work alongside our Process Sciences Group. This position will report to the VP, Manufacturing and Process Sciences. The position is responsible for analytical method development activities associated with the development of manufacturing processes for sterile injectable drug products including monitoring of upstream and downstream process steps, testing and characterization of drug substance and drug product. The position also participates in formulation development and supports research and development in clinical candidate selection.</p>
<p><b>
Essential Duties and Responsibilities:</b></p>
<ul>
<li>Responsible for analytical test methods development to support in-process, drug substance and drug product testing</li>
<li>‪Provides analytical characterization for research and development for selection of new pre-clinical candidates</li>
<li>Performs development stability studies and studies in response to FDA information requests</li>
<li>‪Correctly executes development activities as defined by senior scientific staff or management. Initiates and designs studies, as appropriate</li>
<li>Applies basic scientific principles, technology and regulatory knowledge with minimal guidance</li>
<li>Demonstrates the ability to interpret outcome of experiments and to propose appropriate follow-up experiments</li>
<li>Trains personnel on analytical methods to enable them to perform independently</li>
<li>Communicates own work effectively orally and in writing</li>
<li>Contributes and/or prepares protocols, testing procedures, and technical reports.</li>
<li>Performs literature searches and extracts relevant information from published information</li>
<li>Reports and treats data with a high level of integrity and ethics</li>
<li>Thoroughly and accurately documents experimental activities in laboratory notebooks.</li>
</ul> <p><b>Desired Education, Skills and Experience:</b></p>
<ul>
<li>BS/BA or higher degree in a scientific discipline</li>
<li>3-10 years of relevant experience</li>
<li>Experience in hands on analytical methods development in a pharmaceutical environment working on protein therapeutics preferably monoclonal antibodies</li>
<li>‪Able to demonstrate proficiency in HPLC and Electrophoresis instrumentation and software is required</li>
<li>Experience working with samples from recombinant manufacturing processes preferred</li>
<li>Knowledge of basic computer programs routinely used in a lab such as MS Word, Powerpoint, Excel, GraphPad, etc.</li>
<li>Ability to quickly learn and master new instrument software and programs.</li>
<li>Excellent organization, interpersonal, and communication skills.</li>
<li>Being a team player and respectful of others is a must.</li>
<li>Experience in maintaining thorough lab records, and adhering to health and safety regulations</li>
<li>Ability to thrive in a fast-paced, small start-up environment</li>
</ul><p><b>Special Working Conditions:</b></p>
<p>
Travel approximately 10% of the time</p>
<p>
If you are interested in joining an exciting antibody creation and development company, please submit your cover letter and resume to jobs@igmbio.com.</p>
<p><i>
The job description outlined above reflects general details as necessary to describe the primary functions of this job, the level of knowledge and skill typically required, but should not be construed as an all-inclusive listing of work requirements. Individuals may be asked to perform duties other than those mentioned above in order to cover absences or relief in the appropriate department to equalize peak work periods or otherwise balance the workload.</i></p>
<p><i>
All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, national origin, protected veteran status, or on the basis of disability, gender identity, and sexual orientation.</i></p></div></span>",,"Mountain View, CA 94043"
Machine Learning Engineer,JD.com,"<span id=""job_summary"" class=""summary"">JD.com is looking for a Machine Learning Engineer to join the Y Business Unit in our Silicon Valley R&amp;D Center. At JD.com, you will be working with a team of world class research scientists and engineers. Your main responsibility is to build the data pipelines and machine learning platforms to power one of the largest supply chain networks in the world. You will develop complex data processing pipelines, write scalable web services, build experimentation platforms, and design and implement optimization and machine learning algorithms.
<br><br>
Responsibilities
<br><br>
<ul>
<li>Develop and maintain data infrastructure systems that power statistical and machine learning models on large-scale datasets.</li>
<li>Own data quality throughout all data lifecycles, including acquisition, cleaning, processing, and validation.</li>
<li>Write and maintain APIs to serve data for various types of data consumers.</li>
<li>Build an experimentation platform to facilitate A/B testing and model selection.</li>
<li>Build platforms to facilitate the rapid iteration of machine learning and optimization algorithms.</li>
<li>Work closely with the algorithm and engineer teams in both the US and China.</li>
</ul>
Qualifications
<br><br>
<ul>
<li>PhD or Master's degree with equivalent experience in Computer Science or related fields.</li>
<li>Deep understanding of big data technologies (MapReduce, Hadoop, Spark, Hive, Kafka, etc.) and machine learning.</li>
<li>Proficiency in at least one of the following programming languages: Java, C++, Scala, Python, Go.</li>
<li>Solid foundation in data structures, algorithms, and system design, with excellent debugging and troubleshooting skills, especially in a cloud environment.</li>
<li>Excellent communication skills and a strong team player.</li>
</ul>
About JD-Y team
<br><br>
JD Y Business Unit (JD-Y) focuses on building a smart supply chain and using AI to drive retail reform. JD-Y applies AI algorithm and use data-driven approaches in product assortment, inventory management, pricing and promotion. It also leverage big data technologies in smart retail to lower the costs of distribution. JD-Y is working with leaders in industry and academia to design and build the next generation supply chain management system.</span>",6 reviews,"Mountain View, CA"
Software Engineer/Research Scientist for Ads - NLP/Knowledge Mining,JD.com,"<span id=""job_summary"" class=""summary""><b>Job Type:</b> Full-time
<br><br>
<b>Department:</b> Business Growth
<br><br>
Our team is looking for research scientists and engineers who are interested in extending the boundary of understanding natural language in one of the largest e-commerce platforms in the world. The candidate will join our team in Silicon Valley R&amp;D center, becoming part of the core organization in JD.com. Our team has been working on building a comprehensive NLP service that is applied to understand massive number of brands, retailers, products, users and their online behaviors in JD.com. To help us tackle the various NLP problems, an ideal candidate is expected to possess a solid background in NLP, hands-on experience of developing deep neural networks, and skills on building upon large-scale unstructured text data.
<br><br>
<b>Responsibility:</b><br>
<ul>
<li>Apply state-of-the-art NLP techniques to understand a large amount of unstructured data from our users, products, retailers, brands, etc.</li>
<li>Build deployable machine learning (deep learning) models and scalable NLP platform that can support real time applications, impacting large amount of user’s online shopping experience.</li>
<li>Work on constructing a comprehensive Knowledge Graph that supports variance of recommendation applications.</li>
<li>Collaborate with our team members to work in many innovative ecommerce applications, such as recommendation, search &amp; ranking, Q&amp;A, sentiment analysis, text generation (NLG), etc.</li>
</ul>
<b>Qualifications:</b><br>
<ul>
<li>S./Ph.D. in the field of NLP, machine learning, deep learning or algorithms.</li>
<li>Familiar with general NLP tasks and techniques, such as parsing, sequence labeling, NER, entity linking, relation extraction, etc.</li>
<li>Hands-on experience on developing and training machine learning models or deep neural networks. Experience on dealing with large-scale unstructured text data.</li>
<li>Strong experience in C++ and Python.</li>
<li>Experience/knowledge in machine learning packages (e.g., Tensorflow, Caffe, PyTorch).</li>
<li>Self-motivated. Desire to pursuit very high-quality work.</li>
<li>Publications in top-tier NLP/ML/DM conferences, such as ACL, EMNLP, KDD, SIGIR and WWW, is a plus.</li>
</ul>
About JD-Business Growth
<br><br>
The Business Growth BU at JD.com was established in 2011, and the engineering teams are a group of fast pacing geeks from top notch universities and companies working in fields such as: machine learning, data mining, statistics, NLP, information retrieval, system infrastructures, etc., based in Beijing as well as Santa Clara, CA. We are battling against challenging yet super fun and rewarding problems everyday including but not limited to ‘search/display ads retrieval and recommendation’, ‘spam- traffic and click-farm detection’, ‘AI/machine learning infrastructure development’, ‘traffic and revenue prediction’, ‘ads pricing’, ‘audience expansion’, 'product knowledge graph', 'NLP/CV', etc.Currently, we have multiple openings aforementioned and are looking for the best talents to join our family!
<br><br>
JD.com is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class.</span>",6 reviews,"Mountain View, CA"
Deep Learning Vision Engineer,Geomagical Labs,"<span id=""job_summary"" class=""summary""><div><p>Geomagical Labs is an AI startup in the San Francisco Bay Area, applying novel computer vision technologies to an exciting consumer application for millions of people.</p><p>
We have an opening for a Deep Learning Vision Engineer with strong academic foundations and substantial hands-on experience with image-based artificial neural networks, to join our core startup team of computer vision scientists and engineers. As a Deep Learning Vision Engineer, you will design, implement, analyze and tune state-of-the-art hybrid machine vision architectures and data pipelines for broad vision problems such as segmentation, scene flow, depth estimation, classification, denoising, rendering, style transfer, object detection &amp; information fusion.</p><p>
This position requires strong theoretical foundations, excellent engineering skills, and sound scientific method. You must be familiar with state-of-the-art CNN architectures and training techniques for practical vision problems, and be eager to solve technical problems that you may have not encountered before. You must also have practical data ninja skills to efficiently process data, manage data pipelines, and analyze results.<br>
</p><p>
Candidates must also be adventurous and enthusiastic about an early startup experience!</p><p><b>
Requirements</b></p><ul>
<li>Computer science &amp; machine learning foundations from a competitive university/laboratory (strong M.S. or Ph.D.), not just online coursework.</li>
<li>Mastery of TensorFlow.</li>
<li>Experience implementing deep neural networks for vision applications beyond class projects.</li>
<li>Excellent data processing &amp; programming skills in Python in Linux environments.</li>
<li>Solid 3D computer vision theory (e.g. 3D reconstruction, matching, optical flow, pose &amp; depth estimation).</li>
<li>Solid foundations in statistics.</li>
<li>Solid foundations in linear algebra and non-linear optimization.</li>
<li>BONUS: Industrial experience applying deep learning to various computer vision problems is a big plus.</li>
<li>BONUS: Fluency in PyTorch, Caffe 2 is a plus.</li>
<li>BONUS: C++ systems software engineering skills a plus.</li>
<li>BONUS: Docker proficiency a plus.</li>
<li>BONUS: Performance engineering skills (measure &amp; optimize CPU, GPU, I/O) a plus.</li>
<li>Must be excited about seed-stage startups; entrepreneurial, comfortable with risk &amp; uncertainty.</li>
</ul><p><b>Benefits</b></p><ul>
<li>Rare opportunity to join an early startup adventure, led by founders who've taken two startup teams through IPO.</li>
<li>Substantial stock equity packages, of the sort only available to early startup employees.</li>
<li>Opportunity to publish novel and influential research, participate in scientific conferences, and collaborate with partners in academia.</li>
<li>We are located in Mountain View, California, near bicycle trails and Caltrain.</li></ul></div></span>",,"Mountain View, CA"
Senior Applied Scientist,Microsoft,"<span id=""job_summary"" class=""summary""><div><div>Online Advertising is one of the fastest growing businesses on the Internet today - serving billions of ad impressions per day and generating terabytes of user events data every day. The rapid growth of online advertising has created enormous opportunities as well as technical challenges that demand computational intelligence.
</div><br>
<div>The Bing Ads Relevance team is at the center stage of this exciting new interdisciplinary field that involves natural language understanding, machine learning, data mining, and statistics, to solve challenging problems that arise in online advertising. The central problem of computational advertising is to select an optimized slate of relevant ads for a user to maximize a total utility function that captures the expected revenue, user experience and return on investment for advertisers. We are a world-class R&amp;D team of passionate and talented scientists and engineers who aspire to solve challenging problems and turn innovative ideas into high-quality products and services that can help hundreds of millions of users and advertisers, and directly impact our business.</div><h2 class=""jobSectionHeader""><b>
Responsibilities</b></h2><ul><li>Building and owning production machine learning models to predict ads relevance.</li><li>Finding insights and forming hypothesis in the web-scale data with various machine learning, statistical, and data mining techniques: e.g. regression, classification, optimization, p-values analysis.</li><li>Designing experiments, understanding the resulting data, and producing actionable, trustworthy conclusions from them.
</li><li>Wrangling large amounts of data (think petabytes) using various tools, including open-source ones and your own. All programming languages welcome, especially R, Python, SQL, Java, and C#.</li><li>Taking complex problems and the associated data and giving the answers in a concise form to assist senior executives in making key business decisions.</li></ul><h2 class=""jobSectionHeader""><b>
Qualifications</b></h2><ul><li>A graduate degree in computer science or a quantitative domain plus hands-on software engineering and data science experience.</li><li>5+ year experience delivering, scaling, and owning highly successful and innovative machine learning products with your fingerprints all over them. In particular, experience with deep learning models (DNN, RNN, LSTM) and frameworks (TensorFlow, Theano, Keras, etc.) will be very helpful.</li><li>Excellent verbal, visual and written communication skills.</li><li>A willingness to learn, share, and improve.</li></ul><br>
<div>
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.</div><br>
<div>
Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.</div></div></span>","4,618 reviews","Mountain View, CA"
Process Design and Technology Analyst,Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's known for our innovative technologies, products and services - and for the people behind them. Whether you are making our staffing systems more efficient, planning for our growth, building relationships on college campuses or cultivating the next generation of computer scientists, you have an eye on the staffing needs of Google and the broader hiring landscape. You are focused on cultivating outstanding candidates for Google's long-term hiring needs, and you are the glue that ties together a cross-functional and international group of staffing teams. You are both scrappy and resourceful, creative and driven - and excited to share the magic of working at Google.</p>
<p>Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources'). Made up of equal parts HR professionals, former consultants and analysts, we're the champions of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"" - we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Lead multiple consultative engagements with People Operations to redesign current processes. Ensure that the voice of the user is represented in all phases of projects: diagnostic, future state design, and implementation.</li>
<li>Develop business requirements for new systems and work with POps Works software engineering teams to implement.</li>
<li>Drive operational rigor within the team by implementing best practices.</li>
<li>Work with leadership to review and prioritize future projects.</li>
<li>Support change management to ensure new processes/technology is provided to the People Operations Team.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>BA/BS degree or equivalent practical experience.</li>
<li>4 years of experience in an analytical, consulting or business operations role.</li><li>
Project management experience.</li>
</ul><br>
Preferred qualifications:<ul>
<li>Experience with SQL.</li>
<li>Knowledge of Lean and/or supply chain design principles.</li>
<li>Familiarity with HR operations.</li>
<li>Excellent communication, organization, and documentation skills.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
"Change and Communications Lead, Strategy and Operations",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's known for our innovative technologies, products and services - and for the people behind them. Whether you are making our staffing systems more efficient, planning for our growth, building relationships on college campuses or cultivating the next generation of computer scientists, you have an eye on the staffing needs of Google and the broader hiring landscape. You are focused on cultivating outstanding candidates for Google's long-term hiring needs, and work across a cross-functional and international group of staffing teams. You are both scrappy and resourceful, creative and driven - and excited to share the magic of working at Google.</p>
<p>The Strategy and Effectiveness organization serves as the central planning group for People Operations, ensuring the entire function is delivering support in more than 100 offices around the world. We work across the leadership team in People Operations as well as several partner groups (e.g. Finance, Business Operations and Google teams) to lead business planning and manage strategic projects for the organization.</p><p>
Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants and analysts, we're the champions of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"" - we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Lead the overall change communications plan and training strategy in support of the multi-year organizational transformation effort within People Operations.</li>
<li>Manage stakeholder identification, mapping and engagement plans.</li>
<li>Develop the overall messaging strategy in close partnership with team leads and cross-functional stakeholders including the People Operations Communications team, Google’s Internal Communications team and others.</li>
<li>Coach executives on delivery of messaging to maximize impact.</li>
<li>Support the overall effort to lead change within People Operations by setting the tone, leading through complexity and making courageous decisions.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Bachelor’s degree or equivalent practical experience.</li>
<li>10 years of experience working in communications.</li>
</ul><br>
Preferred qualifications:<ul>
<li>Experience in leading the organizational transformation of change communications.</li>
<li>Experience in leading complex strategic and operational initiatives.</li>
<li>Proven track record of working in a “user first” mindset.</li>
<li>Demonstrated business sense, problem solving, project management and analytical skills.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
"Software Engineer, Machine Learning, Hardware Accelerated Video Compression",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.<br>
<br>
With your technical expertise you manage individual projects priorities, deadlines and deliverables. You design, develop, test, deploy, maintain, and enhance software solutions.</p><p>
Google's Video Compression hardware team is looking for Machine Learning experts to push the capabilities of video compression and hardware based video encoding to the next level. You will develop Machine Learning algorithms and architectures to revolutionize video encoding, develop breakthrough technologies, and build new products that could help billions of people. You will be part of a high-impact team defining the next generation open source video format specifications, and building state-of-the-art video accelerators for making the technology available. As a machine learning software engineer you possess strong programming skills and are excited to work on large scale challenges in the video compression domain.</p>
<p>Google's mission is to organize the world's information and make it universally accessible and useful. Only one thing consistently stands in the way between our users and the world's information - hardware. Our Hardware team researches, designs, and develops new technologies and hardware to make our user's interaction with computing faster, more powerful, and seamless. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, our Hardware team is making people's lives better through technology.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Develop machine learning algorithms and models for efficient video compression.</li>
<li>Identify and extract useful features from raw video data and past encoding decisions and train the ML models against reference software video encoders.</li>
<li>Work with the hardware design team to map the ML models into efficient custom silicon implementations.</li>
<li>Help optimize the cost and performance of the machine learning hardware.</li>
<li>Work closely with key stakeholder teams across Google and with external partners, and participate in formulating the next generation of video coding specifications and accelerators.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>M.Sc. in Computer Science, Electrical Engineering, Computer Engineering or equivalent field.</li>
<li>5 years of work experience in C/C++ and Python programming.</li>
<li>Experience with pixel data feature engineering, algorithm and ML model development and validation.</li>
<li>Experience with mapping neural nets on GPUs, FPGAs or ASICs, with focus on compute cost and bandwidth optimization.</li>
</ul><br>
Preferred qualifications:<ul>
<li>2 years of work experience with applying machine learning to pixel data, designing and using multiple machine learning techniques and architectures.</li>
<li>Experience applying machine learning to video/image compression, image enhancement, restoration or super-resolution.</li><li>
Experience with Consumer Electronics, or Software development related to Consumer Hardware.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,474 reviews","Mountain View, CA"
"Group Manager, Accountant Segment Data Science and Analytics",Intuit,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Overview</b></h2><div>
Come join Intuit as a Group Manager in the Small Business Group (QuickBooks) Data Analytics &amp; Science team. We are looking for creative problem solvers with a passion to deliver data-driven insights. This position leads a team of talented analysts and scientists to work alongside with business stakeholders to deliver customer insights and recommendations.</div><h2 class=""jobSectionHeader""><b>
Responsibilities</b></h2><ul><li>
Leads and nurtures a team of talented analysts and scientists with a focus on customer acquisition, retention and end-to-end customer experiences.
</li><li>Partners with business leaders (e.g. marketing, product and customer success) to define business strategies, areas of investment, and critical priorities.</li><li>
Translates business and analytics strategies into multiple short-term and long-term projects, and manages end-to-end execution.</li><li>
Activates analytics insights that lead to decisions or better hypotheses, and evangelizes innovative analytics ideas that enable new opportunities.</li><li>
Drives analytics rigor by inspecting and experimenting methodologies, improving techniques, and creating a learning culture.</li><li>
Drives data roadmap from data quality to data visualization, and marshals resources from multiple functions to deliver scalable solutions.</li><li>
Roles-model “win-together” while challenging status quo and driving changes across teams regardless of organizational structure.</li><li>
Examples of deliverables:
<ul><li>Data insights to inform the future: development of KPIs, business performance diagnostics, customer behavioral analyses, self-service analytics, and etc. to drive actionable customer insights.</li><li>
Data products to transform customer experiences: personalized features, data predictions, propensity modeling, and etc. to make customer experiences more intelligent with data.</li><li>
Data capabilities to improve productivity: data roadmap with data engineering partners, continuous process improvement, tool and platform adoption, and etc. to raise data standards.
</li></ul></li></ul><h2 class=""jobSectionHeader""><b>Qualifications</b></h2><ul><li>
10+ years of diverse analytics experience on end-to-end customer-level data</li><li>
Proven experience in leading a team of analysts and/or scientists
</li><li>Strong passion in uncovering strategic opportunities and solving business problems</li><li>
Proficient with SQL
</li><li>Experience in statistical modeling techniques
</li><li>Experience in data gap assessments, requirements and infrastructure implementation</li><li>
Outstanding communications skills with both technical and non-technical colleagues</li><li>
Undergraduate degree a must. Masters in a quantitative discipline preferred</li></ul></div></span>","1,033 reviews","Mountain View, CA 94039"
