position,company,description,numreview,location
Research Analyst,Twitter,"<span id=""job_summary"" class=""summary""><div><div><div><div><div><div><p>Twitter is assembling a team of the world's best account managers, analysts and optimization experts for its Global Advertising Performance team. The global advertising performance team experiments, tests, builds, and executes campaigns and experiences with advertisers and agencies that come to life on Twitter.</p>
<p>
Working closely with our sales team, direct response and brand advertisers and in collaboration with the global advertising performance team; the Research Analyst will execute, manage, and interpret data analyses that prove the value of Twitter to clients and the marketing community at large.
</p><p><b>Responsibilities:</b></p>
<ul><li>
Execute and interpret data analyses that quantify the behaviors of users exposed to advertising and other influential content.
</li><li>Package the outputs of these experiments for client delivery; build effectiveness narratives and optimization recommendations for clients; support Sales leadership and Researchers in client communication (e.g., kickoff call, methodological overview, results presentation)</li><li>
Automate repetitive analytical processes with Excel-based tools</li><li>
Conduct above analyses for clients and internal stakeholders in key international regions, including N. America, Europe, Asia, and Latin America.
</li><li>Document and share opportunities for efficiency via automation; recommend improvements to quicken the core process to analyze advertiser performance.</li><li>
Model user behavior and revenue impact scenarios for advertisers’ customer-acquisition goals; use modeling to support sales’ advertising budget recommendations to clients.</li></ul><p>
</p>
<p><b>Qualifications:</b></p>
<ul><li>
BA/BS degree required</li><li>
3+ yrs experience in quantitative analysis within the advertising industry, ideally in a direct-response capacity at a publisher (“sell side”), ad agency (“buy side”), or optimization vendor.</li><li>
Knowledgeable about digital media conversion research/measurement and methodological considerations.</li><li>
Strong familiarity with inferential statistical techniques (significance-testing, regression analysis, ANOVA, etc); ability to navigate large sets of data to tell meaningful stories.</li><li>
Strong familiarity with statistical packages (SPSS, R, STATA etc.), data query languages/tools (e.g., SQL on Vertica databases), and programming languages (e.g. Python).</li><li>
Can balance the need for quick turnaround (e.g., a client output) with longer-term strategic projects.</li><li>
A self-starter who takes initiative and is action oriented.</li></ul><p>
</p>
<p>This role could be based in LA or San Fransisco.</p></div></div></div></div></div></div></span>",56 reviews,"Los Angeles, CA"
Part-Time Research Analyst (Fixed-Term),Otis College of Art and Design,"<span id=""job_summary"" class=""summary""><div><p>The Analyst performs a variety of work in support of federal and accreditation reporting which includes analyzing institutional data such as student enrollment, student engagement, and faculty data. The analyst also provides conceptualized interpretive analysis of quantitative/qualitative findings, analytical strategies for new data sets, and prepares statistical reports and surveys. The Analyst will work collaboratively and independently on research project design, data extraction, data collection, database creation, analytical interpretation, and preparation of reports in support of institutional research and effectiveness, strategic planning, and assessment activities for the College. This is a fixed-term, part-time position scheduled to end on August 30, 2019 with no permanent status granted; term may end sooner. The Analyst reports directly to the Director of Institutional Research and Effectiveness.</p>
Location Los Angeles, CA (Westchester) Essential Duties Summary
<ul><li>Assists with data collection and analysis; ensures data collected is accurate, useful, and timely</li><li>Creates and executes queries to extract data from campus databases and external sources.</li><li>Maintains records, documents research methodologies, and reviews data collected for in-depth analysis. Performs statistical tests; identifies inefficiencies and makes recommendations.</li><li>Determines trends and provides rate analysis on various research studies related to higher education (i.e., retention rates, graduation persistence, etc.)</li><li>Reports collected data to internal and external entities (i.e., Department of Education, AICAD, NASAD, US News, Petersons, Princeton Review, and Common Dataset.) Assists in accreditation-related reporting. Ensures that reports submitted are accurate timely.</li><li>Maintains current information on websites, social media, handbooks, and/or other marketing materials (i.e., Institutional and Academic Program Dashboards.) May serve as a resource for information-exchange on data collected and general data analyses.</li><li>Performs other related duties as assigned.</li></ul>
Required Qualifications
<ul><li>Bachelor’s degree in a related field and two years of progressively responsible experience in technical research or statistical work in the collection, compilation, and analysis of data required; or graduate degree in the social sciences, computer science, economics, statistics, public or business administration, behavioral sciences, education, engineering or related discipline with no work experience.</li><li>Adept at understanding basic statistics, statistical tests and statistical software (SPSS preferred).</li><li>Strong organizational skills and attention to details; Able to prioritize, multi-task and complete assignments on time. Must be self-directed, reliable, and flexible.</li><li>Excellent typing skills with a high degree of accuracy.</li><li>Excellent communication skills with a natural ability for diplomacy. Ability to communicate with an ethnically and culturally diverse campus community.</li><li>Ability to follow all College policies, procedures, and guidelines including but not limited to safety, civility, information security, and non-discrimination policies and procedures.</li></ul>
Preferred Qualifications
<ul><li>Experience in Institutional Research including interpretation and presentation of data preferred.</li><li>Experience using Banner Student Information System, Access, Argos, Power BI, and/or Tableau highly desirable.</li><li>Experience creating and executing queries in relational databases preferred.</li></ul>
Physical Demands Special Conditions for Eligibility</div></span>",28 reviews,"Los Angeles, CA 90045"
Operations Research Analyst,Southern California Gas Company,"<span id=""job_summary"" class=""summary""><div><p>Primary Purpose:</p><p>
Formulate and apply advanced mathematical modeling and other optimizing methods to develop and interpret information that assists management with decision making, policy formulation, or other managerial functions. Using analytical techniques, help managers to make better decisions and solve problems. Develop related software, service, or products that are used by functional organizations to optimize operations.</p><p>
Duties and Responsibilities:</p><p>
Formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters.</p><p>
Collaborate with others in the organization to ensure successful implementation of chosen problem solutions, serving as an internal consultant.</p><p>
Analyze information obtained from management to conceptualize and define operational problems.</p><p>
Identify the underlying principles, reasons, or facts of information by breaking down information or data into separate parts.</p><p>
Analyze information and evaluate results to choose the best solution and solve problems.</p><p>
Perform validation and testing of models to ensure adequacy and reformulate models as necessary.</p><p>
Collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives, policies and strategies.</p><p>
Provide guidance and expert advice to management or other groups on technical, systems, or process-related topics.</p><p>
Define data requirements. Gather and validate information, applying judgment and statistical tests.</p><p>
Observe, receive, and otherwise obtain information from all relevant sources.</p><p>
Study and analyze information about alternative courses of action to determine which plan will offer the best outcomes.Translate or explain information/data and how it can be used.<br>
Prepare management reports.
</p><p>Define and evaluate problems and recommend solutions.</p><p>
Break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.</p><p>
Specify mathematical or computational methods to be applied to models.</p><p>
Write software, set up functions, enter data, or process information.</p><p>
Keep up-to-date technically and apply new knowledge to job-related issues and projects.</p><p>
Perform other duties as assigned (no more than 5% of duties).
</p><br>
External Qualifications:
<br>
<p><b>Qualifications</b></p><div>
Education:<br>
<ul><li>Bachelor's Degree Bachelor's degree in quantitative methods, e.g., Applied Mathematics, Operations Research, Statistics, Industrial Engineering, Management Science, Decision Sciences, Economics, Econometrics or equivalent experience. Required</li></ul>
 • Master's Degree Advanced degree (MA, MS or PhD highly desirable) in quantitative methods, e.g., Applied Mathematics, Operations Research, Statistics, Industrial Engineering, Management Science, Decision Sciences, Economics, Econometrics or equivalent experience. Preferred</div><div>
Experience:<br>
<ul><li>3+ The practice of mathematical, statistical or machine learning methods. Required</li></ul></div><div>
Skills and Abilities:<br>
<ul><li>Mathematics — Knowledge of advanced mathematics, including calculus, statistics, linear algebra, linear and non-linear optimization, stochastic processes, experimental design, network flow theory, simulation modeling, real and complex analysis, number theory, queuing theory, econometrics. Intermediate</li></ul></div><ul><li>Analytical software — Knowledge and use of major statistical and mathematical analytical, decision support and modeling software; knowledge of big data open-source tools Intermediate</li><li>Communications — Knowledge of the structure and content of business report writing, presentations. Intermediate</li><li>Speaking — Talking to others to convey complex and technical information effectively to a general audience. Advanced</li><li>Writing — communicating technical language and advanced mathematical solutions to general business language. Advanced</li><li>Administration and Management — Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources. Intermediate</li><li>Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems. Advanced</li><li>Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions. Intermediate</li><li>Reading Comprehension — Understanding complex and technical reference material, including scientific, engineering and mathematical literature/publications. Intermediate</li><li>Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate alternatives. Intermediate</li><li>Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes. Beginner</li><li>Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system to support process redesign and continuous process improvement. Beginner</li><li>Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making ability to continue to learn new mathematical techniques and business applications. Advanced</li></ul></div></span>",86 reviews,"Los Angeles, CA"
Director Data Science,Fox Networks Digital Consumer Group,"<span id=""job_summary"" class=""summary""><div><p>The Director, Data Science will build and lead a team of talented data scientists who develop innovative machine learning system to drive customer growth, product development, and content experience for Fox Digital Consumer Group (DCG). This role will be focused on analyzing complex structured and unstructured data to prototype and deploy predictive models, forecasting, optimization, and recommendation engine. The Director will interact closely with business stakeholders across multiple departments to identify data science opportunities and to ensure delivery of impact-full solutions for the business.</p><p><b>
Responsibilities</b></p><ul><li>
Develop innovative data science solutions that utilize statistical modeling, machine learning, deep learning, and optimization for multiple business domains across DCG including marketing, product, content, ad sales, commercial and strategy.</li><li>
Build and lead a world-class team of data scientists. Be a hands-on leader to mentor the team in various predictive modeling and machine learning approaches.</li><li>
Partner with key Tech teams to integrate new data sources, and to develop scale-able and automated machine learning system.</li><li>
Identify data science opportunities that deliver business value. Educate both internal and external business partners to drive implementation and measurement.</li><li>
Manage projects priorities and ensure timely delivery. Develop and evangelize best practices for scoping, building, validating, and monitoring modeling projects.</li><li>
Provide technical leadership on latest machine learning/deep learning methods and adoption of new analytical tools.</li><li>
Develop customer churn and LTV predictions in order to improve customer engagement and effectiveness of marketing activities.</li><li>
Build forecasting models to improve budgeting and business planning.</li><li>
Develop real-time personalization and recommendation engine to improve customer experience.</li><li>
Develop experimental design and purchase funnel optimization to increase conversion and revenue.</li></ul><br>
<p><b>Qualifications</b></p><ul><li>
Graduate degree in a quantitative field (Computer Science, Mathematics, Physics, Engineering, Statistics, Econometric, Operations Research, etc.)</li><li>
7+ years of work experience in Data Science, Predictive, and Advanced Analytics with a proven track record to drive business impacts.</li><li>
3+ years of managing a team of data scientists.</li><li>
Working experience in digital media, e-commerce, and entertainment industry preferred but not required.</li><li>
Self-starter and self-motivated with the proven ability to deliver results in a fast-paced, high-energy environment</li><li>
Strong communication skills and the ability to explain complex analysis and algorithms to nontechnical audience.</li><li>
Works effectively cross functional teams to build trusted partnership.</li><li>
Strong machine learning, deep learning, and statistical modeling expertise, such as SVM, random forests, boosting, clustering, NLP, neural networks.</li><li>
Advanced knowledge of SQL and experience with big data platform (AWS, Spark, Hadoop).</li><li>
Proficiency in one or multiple machine learning/statistical languages (Python, R)</li></ul><br>
<br>
<br>
<p><i>We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, disability, protected veteran status, or any other characteristic protected by law. We will consider for employment qualified applicants with criminal histories consistent with applicable law.</i></p></div></span>",,"Los Angeles, CA"
Data Science Instructor,General Assembly,"<span id=""job_summary"" class=""summary"">Since 2011, General Assembly has transformed tens of thousands of careers through pioneering, experiential education in today’s most in-demand skills. As featured in The Economist, Wired, and The New York Times, GA offers training in web development, data, design, business, and more, both online and at campuses around the world. Our global professional community boasts 40,000 full- and part-time alumni — and counting.
<br><br>
In addition to fostering career growth for individuals, GA helps employers cultivate top tech talent and spur innovation by transforming their teams through strategic learning. More than 21,000 employees at elite companies worldwide have honed their digital fluency with our corporate training programs. GA has also been recognized as one of Deloitte’s Technology Fast 500, and Fast Company has dubbed us leaders in World-Changing Ideas as well as the #1 Most Innovative Company in Education.
<br><br>
We are looking for a Data Scientist to teach our full time class:
<br><br>
Our Data Science Immersive course empowers students with both the skills and mindsets to become Data Analysts and Data Scientists. The Global Instructor Lead will deliver instruction from a remote location to multiple classrooms on GA campuses. This role partners with local, on-site instructors to make up one Hybrid Instructional Team focused on delivering first-in-class education to GA students.
<br><br>
<b>You are:</b><br>
<ul>
<li>A strong presenter: You’re effective in a variety of formal presentation settings: one-on-one, small and large groups, and with peers. You’re comfortable providing 1:1 and whole class support in person.</li>
<li>Good at motivating others: You create a climate in which people feel empowered and want to do their best; you can assess each person’s hot button and use it to get the best out of him/her. You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists.</li>
<li>An adept collaborator: You are able to collaborate remotely, with team members and managers in different locations. You can quickly find common ground and solve problems for the good of all. You are seen as a team player who can solve problems with peers with a minimum of noise.</li>
<li>Action oriented: You enjoy working hard and confront challenges with enthusiasm. You can set goals, prioritize next steps to achieve them, and measure your success/impact.</li>
<li>Able to learn on the fly: You are a quick, relentless and versatile learner who is open to change. You like to experiment and will try anything to find solutions.</li>
</ul>
<b>Technical Requirements:</b><br>
<ul>
<li>1-2 years of professional data science experience.</li>
<li>Expertise in SQL, Python, and related Python libraries (pandas, numpy).</li>
<li>Domain expertise in statistics, mathematics, and probability.</li>
<li>Ability to build and apply statistical models in python using machine learning libraries, such as scikit-learn and statsmodels.</li>
<li>A deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e. matplotlib, bokeh, etc), and manipulation of large data sets.</li>
<li>Ability to demonstrate and explain the function of machine learning algorithms such as regularized regression, naive bayes, decision trees, ensemble methods, KNN, K-means clustering, and neural networks.</li>
</ul>
<b>Nice to haves:</b><br>
<ul>
<li>Proficiency with NLP python libraries such as NLTK; Hadoop or Apache Spark</li>
<li>You are on top of industry trends in big data, machine learning, deep learning, and AI.</li>
<li>Previous data science or engineering teaching experience (a course, workshop, team training, etc.)</li>
<li>Experience coaching, managing or supporting more junior staff or students</li>
</ul>
Responsibilities and Duties
<br><br>
<ul>
<li>Participate in 2 weeks of onboarding and collaborative planning prior to the course start, in which you will assist in the planning and implementation of a 12-week curriculum</li>
<li>Collaborate with Global remote faculty to deliver full-time instruction 5 days a week, including teaching and student advising.</li>
<li>Facilitate hands-on instruction on campus including: labs sessions, discussion sessions, and 1:1/small group support.</li>
<li>Foster a dynamic and collaborative classroom community that will inspire students to persevere through the challenges of learning complex subjects.</li>
<li>Collaborate with your instructional team to: plan instructional activities, plan discussion sections, plan labs, and determine how to best meet the needs and learning styles of all students.</li>
<li>Provide students with 1:1 coaching and support throughout the course.</li>
<li>Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.</li>
<li>Guide students through the development of real world projects that will showcase their abilities to hiring managers.</li>
<li>Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.</li>
</ul>
Core Competencies
<br><br>
<ul>
<li>Directing Others</li>
<li>Approachability</li>
<li>Technical Skills in Data Science</li>
<li>Motivating Others</li>
<li>Presentation Skills</li>
<li>Time Management</li>
<li>Planning</li>
<li>Managing Diversity</li>
</ul>
Licensure
<br><br>
General Assembly is a licensed school in all states that we operate in, and some states require instructors to be licensed to teach. If hired, you will be required to submit and be approved as an instructor in relevant states. Directions for becoming licensed will be shared with you during onboarding. Licensure requirements vary by state, but you may be required to provide academic transcripts and to answer questions pertaining to moral character, professional conduct, education, and work history. General Assembly will pay for all licensing fees.</span>",144 reviews,"Los Angeles, CA"
Quality & Data Analysis Coordinator,California Rehabilitation Institute,"<span id=""job_summary"" class=""summary""><div><div><div><div><div><b>California Rehabilitation Institute</b></div><br>
<div><b>
Quality and Data Analysis Coordinator</b></div><br>
<div><b><i>
**A Joint Venture with Cedars Sinai, UCLA and Select Medical**</i></b></div><br>
<div>
At<b> California Rehabilitation Institute</b> our services have been designed for patients who need a longer rehabilitation hospitalization for their recovery. We are currently seeking a Quality and Data Analysis Coordinator<b> </b>to join our team.</div><br>
<div>
At <b>California Rehabilitation Institute</b>, our employees are the foundation on which the success of our rehabilitation services continues to grow. Each member of our medical, clinical administrative and support teams bring a level of experience, expertise and commitment to patient care that is unmatched in our industry.</div>
<br>
</div></div></div><h3 class=""jobSectionHeader""><b>Responsibilities
</b></h3><div><div><div><div>Designs and implements a framework to integrate and coordinate quality analysis and data management on a hospital wide basis consistent with quality service and outcomes achievement. Develops and improves processes which enhance the quality of care being delivered throughout California Rehabilitation Institute. This position will assist in providing direction, expertise and mentoring to facilitate the growth and development of quality analysis and data management institute-wide to create Culture of Safety and a Zero Harm environment. This position will also be responsible for accurate data collection and reporting of patient outcomes at all levels of the organization to assure full compliance with regulatory agencies and to meet quality goals consistent with the mission of the organization.</div><br>
<div>
Other duties of the Quality and Data Analysis Coordinator include but are not limited to:</div><ul><li>
Develops and implements a Performance Improvement program focused on ways to improve cost-effective patient care/customer service. Assures the compliance of California Rehabilitation Institute Performance Improvement Program with the requirements of the Joint Commission and the Commission on Accreditation of Rehabilitation Facilities (CARF).</li><li>
Work with leadership teams to assist in the continuous development of clinical performance improvement activities.</li><li>
Works with the Education department to develop appropriate Quality Management Education.</li><li>
Developing and implementing quality analysis and date management to assure the highest level of accreditation, efficient systems and improved processes consistent with the highest level of care.</li><li>
Ensure that the level of customer service being provided by department is appropriate to the scope and level required by all stakeholders concerned with quality of care experienced by the patients served.</li><li>
Assist the Director of Quality Management with the development and periodic update of related policies and procedures and the QM organizational plan as well as a quality assurance program for California Rehabilitation Institute.</li><li>
Ensure the activities required by California Rehabilitation Institute Performance Improvement Plan is accurate and timely, including formal meetings, day-to-day administration and operational reports; along with implementing appropriate tools and techniques to assure the attainment of programs goals.</li><li>
Work collaboratively with appropriate medical staff and administration.</li><li>
Attend appropriate management and medical staff meetings as required.</li><li>
Remain informed of all development and trends in the field.</li><li>
Assist clinicians with research process and analysis.</li></ul><br>
<br>
</div></div></div><h3 class=""jobSectionHeader""><b>Qualifications
</b></h3><div><div><div><ul><li>Baccalaureate Degree in related field required. Master’s Degree preferred.</li><li>
Current California state licensure as a Registered Nurse.</li><li>
Experience in Quality Improvement and data management required.</li><li>
Demonstrates familiarity with accrediting standards, including the Joint Commission and CARF preferred.</li><li>
Lean Six Sigma certification preferred.</li></ul>
<br>
</div></div></div><h3 class=""jobSectionHeader""><b>Additional Data
</b></h3><div><div><div><br>
<div>BENEFITS AT A GLANCE<br>
<ul><li>Professional Advancement</li><li>Flexible Scheduling</li><li>Paid Time Off (PTO)</li><li>Continuing Education</li><li>Extended Illness Days (EID)</li><li>Tuition Reimbursement</li><li>Health/Dental/Vision/Prescription</li><li>401(k) Plan</li><li>and much, much more.</li></ul></div><br>
<br>
</div></div></div><div><div><div><p><b>Apply for this job</b></p></div></div></div></div></span>",,"Los Angeles, CA"
"Postdoctoral Scientist - Biophysics, Bioengineering",Cedars-Sinai,"<span id=""job_summary"" class=""summary""><div>Summary of Essential Job Duties:<br>
The Tourtellotte lab studies the role of growth factor and transcription factor signaling in peripheral nervous system target tissue innervation and innervation hemeostasis (Tourtellotte, Am. J. Pathology, 186: 489; Oliviera Fernandes et al., J. Neurosci., 35: 5566; Jackson et al., Devel., 141: 2452). The Postdoctoral Scientist will work independently on research projects under the supervision of the principal investigator (mentor). A postdoctoral position is available immediately to study the role of growth factor signaling in peripheral autonomic neuropathy. The candidate will be expected to design and conduct experiments, collect and analyze data, troubleshoot experiments, analyze data for publication and grant applications, present research at national and international meetings, and prepare manuscripts for publication. Teaching other research staff, students, and residents may be required.<br>
<br>
EEO / AA / F / M / Veteran / Disabled<br>
<br>
Cedars-Sinai will consider for employment qualified applicants with criminal histories, in accordance with the Los Angeles Fair Chance Initiative for Hiring.</div>
<br><div><div>Educational Requirements:<br>
The candidate must hold a Ph.D. (preferably neuroscience, biophysics or bioengineering) and/or MD degree and have a passion for translational research using animal models to study peripheral nervous system development and target tissue innervation homeostasis. Has a demonstrated aptitude to perform experimental protocols and procedures, including detailed data collection, and analysis and operation and maintenance of specialized equipment. Has knowledge of safety standards and maintenance of specialized equipment. Excellent written and oral communication skills are essential.<br>
<br>
Experience:<br>
Experience in molecular biology, working with transgenic mice, cell culture, immunocytochemistry and imaging techniques are preferred. Experience working with pluripotent stem cells and proteomics a plus, but not a prerequisite<br>
<br>
Physical Demands: (e.g., lifting, standing, walking)<br>
Position requires working with microscopes, computers, and at benches for extended periods of time and the use of specialized lab equipment. Must be able to sit, stand and/or stoop for long periods of time.</div></div></span>",661 reviews,"Los Angeles, CA"
Immersive Content Specialist,STRIVR,"<span id=""job_summary"" class=""summary""><div><p>STRIVR is using immersive technologies like Virtual Reality (VR) to redefine the way people learn and train for everyday moments in their jobs. Our vision is to empower people to perform at their best by combining real-world experience with cutting-edge technology. With STRIVR spearheading the future of human performance and training, it’s an exciting time to make a big impact!</p><p>
Born out of Stanford University and its world renowned Virtual Human Interaction Lab, STRIVR aims to improve human performance and is used by Fortune 500 companies and elite sports teams worldwide. We have empowered over 200,000 individuals (and counting) to improve with VR since our launch in 2015. The STRIVR team includes industry leaders that have been studying and building VR for 20+ years, data scientists, instructional designers, and former pro athletes. As a culture, we are scrappy, smart and fearless.</p><p>
STRIVR is looking for a candidate to join its growing Solutions team in the technological and creative development of Immersive Training Experiences. This role will advise and guide the ideation and execution of interactive learning experiences across Instructional Design and Production. The ideal candidate has a deep understanding of spherical video and interactive content production, is a visionary who does well in a fast-paced team-oriented environment, and can juggle multiple projects at once. This role requires the ability to use current VR software, hardware, and other tools and requires a unique ability to adapt to and adopt new technologies.<br>
</p><p><b>
Responsibilities:</b></p><ul>
<li>Function as an internal “VR expert” – a visionary to ensure we are creating best in class learning experiences and fully utilizing the power of immersive technology</li>
<li>Active collaborator in the development of STRIVR’s approach to the in-headset user experience</li>
<li>Contribute to immersive best practices and strategies as related to the user experience within specific learning methodologies</li>
<li>Work closely with Instructional Design to develop Immersive Training Experiences</li>
<li>Work closely with the Producer to identify resources needed to execute the vision of the experience</li>
<li>Contribute to and manage research and development of new hardware and software and iterate on current workflows and pipelines</li>
<li>Collaborate with Product and Solutions teams to develop product features that best utilize the power of immersive technology</li>
<li>Capture, stitch, and edit spherical video footage</li>
<li>Build learning experiences using STRIVR’s proprietary authoring tools</li>
</ul><p><b>Skills and Experience:</b></p><ul>
<li>Creative editing expert and deep knowledge of immersive content user experience</li>
<li>Advanced knowledge of Adobe Suite including Premiere, Audition, Photoshop, and After Effects
</li><li>Experience producing, filming, and editing 360 live-action content including stitching, scene clean-up, and graphic overlay</li>
<li>Production knowledge including camera operations of various models as well as audio equipment, both live and in-studio.</li>
<li>Knowledge of Virtual Reality hardware and software</li>
<li>Familiar with Google, Dropbox, Asana, Slack</li>
<li>Attention to detail and problem solving skills</li>
<li>Excellent written and verbal communication</li>
<li>Strong organizational and planning skills in fast-paced environment</li>
<li>Creative mind with ability to recommend and implement improvements</li>
<li>Positive attitude, open minded, and collaborative</li></ul></div></span>",,"Los Angeles, CA"
Technical Marketing Specialist,Heed Foods,"<span id=""job_summary"" class=""summary""><p>About Heed Foods</p><p>Heed Foods is on a mission to make the world a little less lonely- one pup at a time. We believe that family - those that you are born with or your those you make, those with fur and those with not- are the single most important thing in the world and we are dedicated to help you take care of them. <b>Our goal is to inspire pup parents to feel proud, knowing that they are doing their best for their pup. Every. Day.</b></p><p>We are a new kind of pet wellness company led by the belief that everyone, including your pup, has unique needs and that a targeted wholesome diet will allow your pup to put their best foot forward in living a long, healthy and happy life.</p><p>We’re small but well funded, and with an awesome team we’ll be reinventing an entire industry. If you are a self-motivated, curious, <b>UNDYING optimist</b>, who appreciates candor and the beautiful things in life, we want you.</p><p>What You’ll Do</p><p>We are looking for a scrappy, data driven growth hacker who will roll up their sleeves to develop and champion our online marketing efforts. Your sole focus will be on growth- you will develop and lay the foundation for our customer acquisition efforts- efficiently testing channels, scaling what is effective and generating sales from day one.</p><p>As a member of the Heed founding team, you will live, breath and help grow the Heed DNA. You will be integral in molding our overall company culture and growing and nurturing our team of rockstars. Your job scope will be fluid, there will be lots of unknowns, but we promise you it’ll be rewarding and, assuming you love challenges, incredibly fun.</p><p>Who You Are</p><ul><li>You are <b>80% Scientist</b>. You think data is beautiful and have the strong analytical and quantitative skills necessary to identify and efficiently test opportunities and measure success.</li><li>You are <b>20% Artist</b>. You may not be able to draw very well, but you are obsessed with a good story and have an exceptional eye for design. You are most probably the kind of person to shell out the extra $$ to buy method soap, because, well it looks good.</li><li>You are a <b>Customer Acquisition Guru </b>with 5+ years of hands ondigital marketing experience for a consumer facing brand, or entertainment/publishing company under your belt.</li><li>You are <b>Curious</b>and <b>Resourceful</b>. There will be a lot of unknowns, but that doesn’t stress you. You are an expert at bringing structure to new and undefined processes and have a magnetic “we’ll figure it out” attitude approach to life.</li><li>You have <b>Grit</b>. There will be tons of setbacks. You will be upset for hot second, but bounce back stronger and faster.</li><li>You are <b>Agile</b>. Heed is in a sprint. You love fast paced environments and am comfortable adjusting strategies.</li></ul><p>As your cover letter, please provide a <b>quick (bulleted) response to the below prompt</b> and upload along with your <b>resume</b>.</p><p>Identify a startup company who you think has succeeded or failed in a specific function and what we can learn from them. Be specific (ie. don’t just say xx company’s overall marketing, but rather, xx company’s Instagram strategy that appears to focus on xx). Fuzzy points to those who identify companies that are still currently under the radar and provide concise responses.</p><p><i>Note: Candidates must be willing to work in our offices in Los Angeles and be prepared to provide at least 2 references should they proceed to the later stages of the interview. </i></p><p>Job Type: Full-time</p><p>Salary: $80,000.00 to $100,000.00 /year</p></span>",,"Los Angeles, CA 90067"
"Quantitative Analyst, Health Research Microsimulation",USC,"<span id=""job_summary"" class=""summary""><div><p><b>Quantitative Analyst, Health Research Microsimulation</b></p><br>
<p>
The mission of the Leonard D. Schaeffer Center for Health Policy and Economics is to measurably improve value in health through evidence based policy solutions, research excellence, transformative education, and private and public sector engagement. With its extraordinary breadth and depth of expertise, the Schaeffer Center will have a vital impact on the transformation of healthcare.</p><br>
<p>
The Leonard D. Schaeffer Center for Health Policy and Economics (Schaeffer Center) is seeking a <b>Quantitative Analyst</b> to provide programming support on microsimulation health research projects that use large and complex healthcare databases (administrative claims data, electronic health records, survey data, etc). This is a two year, fixed term (renewable) position.</p><br>
<p>
The Quantitative Analyst provides programming support on microsimulation research projects, and helps maintaining multiple and diverse databases carried by the center. Quantitative training required in econometrics, statistics, applied mathematics, or quantitative social science. SAS or Stata experience required. The programmer is an integral part of the research team and works closely with the principal investigator and a multidisciplinary research team. The key role of the programmer is to support the development of the center’s microsimulation models by adapting complex data, performing statistical modeling, and extending our microsimulation capabilities. Programmers also execute the analytical plan for the project in conjunction with graduate students. Manages large data files. Utilizes creativity and innovation to solve conceptual programming problems raised by cutting-edge research. Programmers are also part of a state-of-the-art data core at Schaeffer Center with opportunity for peer interaction and mentoring.</p><br>
<p>
Required Qualifications:</p><ul><li>
BA/BS in Statistics, quantitative social science, health economics, mathematics or related field</li><li>
Quantitative training in econometrics, statistics, applied mathematics, or quantitative social science</li><li>
2 or more years of experience with SAS, Stata, R or similar statistical software</li><li>
Experience with longitudinal panel survey data</li><li>
Exposure to simulation techniques and methods</li><li>
Ability to work independently on complex programming</li><li>
Relevant work experience to provide strong technical knowledge of programming and analysis</li></ul><br>
<p>Preferred Qualifications:</p><ul><li>
MA/MS in Statistics, quantitative social science, health economics, mathematics or related field</li><li>
C++ or other object-oriented programming language</li><li>
Experience in health economics, health policy, public health, or similar discipline</li><li>
3 or more years of experience with SAS, Stata, R or similar statistical software.</li><li>
Experience with large administrative databases, survey data, claims data, electronic health records data</li><li>
Demonstrated creativity and innovation in solving conceptual programming problems</li></ul><br>
<p><b>Required Documents:</b></p><p>
Cover letter</p><p>
Resume/CV</p><br>
<p>
About the Sol Price School of Public Policy:</p><p>
The mission of the Price School is to improve the quality of life for people and their communities, here and abroad. We achieve this mission through education and research that promote innovative solutions to the most critical issues facing society, with a particular focus on governance, urban development, and social policy. The Price School offers Ph.D. programs in Public Policy and Management and Urban Planning; masters’ degrees in Public Administration, Public Policy, Urban Planning, Health Administration, and Real Estate Development; executive masters’ degrees; and undergraduate degrees.</p><br>
<p><b>
The University of Southern California is an Equal Opportunity Employer that Values Diversity.</b></p><br>
Minimum Education: Master's degree, Combined work experience and education as equivalent<br>
Minimum Experience: 1 year<br>
Minimum Field of Expertise: Demonstrated creativity and innovation in solving conceptual programming problems. Competent to work independently on complex programming.</div></span>",545 reviews,"Los Angeles, CA"
