position,company,description,numreview,location
Staff Software Engineer,General Electric,"<span id=""job_summary"" class=""summary""><ul><b>About Us:</b><br>
GE is the world's Digital Industrial Company, transforming industry with software-defined machines and solutions that are connected, responsive and predictive. Through our people, leadership development, services, technology and scale, GE delivers better outcomes for global customers by speaking the language of industry.<br>
GE offers a great work environment, professional development, challenging careers, and competitive compensation. GE is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.<br>
<br>
<b>Role Summary:</b><br>
You will be responsible for designing and programming a small module or a large component and designing a feature, set of features, or whole feature area. She/he will work independently and contribute to the immediate team and to other teams across business. She/he will Lead design discussion in a limited manner.<br>
<br>
<b>Essential Responsibilities:</b><br>
<p>In this role, you will:<br>
</p><li>
Capture system level requirements by brainstorming with Sr. Architects, Data Scientists, Businesses &amp; Product Managers<br>
</li><li>Identify the scope of the work, provide initial estimate and justify the estimate with facts<br>
</li><li>Demonstrate the understanding of Agile software development lifecycle and able to distinguish the core inputs and outputs in each cycle.<br>
</li><li>Engage in technical discussions; participate in technical designs and present technical ideas through white boarding<br>
</li><li>Work closely with your peers and keep engaging in a fast pace technical design and development team<br>
</li><li>Execute in a fast pace delivery mode and focus in delivering tasks to meet the product release goal<br>
</li><li>Maintain code quality through best practices, unit testing and code quality automation<br>
</li><li>Seek and provide feedback on design and development<br>
</li><li>Demonstrate the ability to make informed technology choices after due diligence and impact assessment<br>
</li><li>Understand whole product, its modules and the interrelationship between them while being an expert in the assigned component or module<br>
</li><li>Help in designing interfaces and information exchange between modules<br>
</li><li>Possess advanced domain knowledge and show great customer focus. Expert in processes / methodologies and Skilled in build, release &amp; deployment processes<br>
</li><li>Articulate the need for scalability and understand the importance of improving quality through testing.<br>
</li><li>Be an expert in writing code that meets standards and delivers the desired functionality using the technology selected for the project<br>
</li><li>Drive design reviews, define interfaces between code modules, and applies existing technology to designs<br>
</li><li>Be an expert in assessing application performance and optimizing/improving it through design and best coding practices<br>
</li><li>Be an expert in core data structures as well as algorithms and has the ability to implement them using language of choice<br>
</li><li>Be responsible for providing technical leadership and defining, developing, and evolving software in a fast paced and agile development environment using the latest software development technologies and infrastructure<br>
</li><li>Provide guidance to a team of 5 to 7 developers with either planning and execution and/or design architecture using agile methodologies such as SCRUM<br>
</li><li>Work with Product Line Leaders (PLLs) to understand product requirements &amp; vision<br>
<br>
<b>Qualifications/Requirements:</b><br>
<p>Basic Qualifications:<br>
</p></li><li>
Bachelor’s Degree in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)<br>
</li><li>Minimum of 8 years of technical experience in full stack software development OR Master’s degree with 6 years of experience OR PhD with 3 years of experience. Minimum of 50% of that experience should be with front-end development.<br>
</li><li>GE Leadership Program Graduates will get credit towards relevant work experience, commensurate to the program they have completed<br>
<br>
<p>Eligibility Requirements:<br>
</p></li><li>
Legal authorization to work in the U.S. is required. We will not sponsor individuals for employment visas, now or in the future, for this job.<br>
</li><li>Must be willing to travel.<br>
</li><li>Must be willing to work out of an office located in Austin, Texas.<br>
<br>
<b>Desired Characteristics:</b><br>
<p>Technical Expertise:<br>
</p></li><li>
Strong knowledge of Object Oriented Analysis and Design, Software Design Patterns and Java coding principles<br>
</li><li>Full stack experience with node, polymer, angular and java.<br>
</li><li>Experience with guiding and providing technical feedback to other SWEs on team.<br>
</li><li>Experience with TDD is a big plus.<br>
<br>
<p>Business Acumen:<br>
</p></li><li>
Strong problem solving abilities and capable of articulating specific technical topics or assignments<br>
</li><li>Experience in building scalable and highly available distributed systems<br>
</li><li>Expert in breaking down problems and estimate time for development tasks<br>
</li><li>Evangelizes how our technology solves customer problems from a technology and business perspective<br>
<br>
<p>Leadership:<br>
</p></li><li>
Demonstrates clarity of thinking to work through limited information and vague problem definitions<br>
</li><li>Influences through others; builds direct and ""behind the scenes"" support for ideas<br>
</li><li>Proactively identifies and removes project obstacles or barriers on behalf of the team<br>
</li><li>Shares knowledge, power, and credit, establishing trust, credibility, and goodwill<br>
<br>
<p>Personal Attributes:<br>
</p></li><li>
Able to work under minimal supervision<br>
</li><li>Excellent communication skills and the ability to interface with senior leadership with confidence and clarity<br>
</li><li>Able to work well with global teams, including time-zone flexibility<br>
</li><li>Skilled in providing oversight and mentoring team members. Shows ability to effectively delegate work<br>
<p>#DTR<br>
<br>
<b>Locations: </b>United States; Texas; Austin<br>
</p><p>
GE will only employ those who are legally authorized to work in the United States for this opening.</p></li></ul></span>",292 reviews,"Austin, TX 73344"
"Senior Staff Design Engineer (Machine Learning, 52162)","Advanced Micro Devices, Inc.","<span id=""job_summary"" class=""summary""><div><p><b>What you do at AMD changes everything</b><br>
</p><p>At AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.<br>
</p><p>Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the “extra mile” to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.<br>
</p><p>AMD Research is an entrepreneurial research organization with a strong track record of pushing research concepts into AMD products. Our research teams work closely with outside customers and internal teams to develop hardware and software technologies into next generation computing platforms. As part of AMD Research, you will have a leadership role in a winning team that will collaborate with customers, explore new exascale applications and techniques, and lead the development of best-in-class hardware and software technologies that our customers will use for real-world problems.</p>
<p>AMD Research is looking for a Principle HPC applications software developer to drive our long-term exascale software vision. In this role, you will define and lead projects that will have a significant impact on AMD’s product portfolio. You will be responsible for driving the development of scientific algorithms and software into a scaled-out environment that utilizes a variety of accelerator technologies including, but not limited to GPUs and FPGAs. You will work closely with software teams in research as well as product teams and external customers to define software technologies, algorithms, and techniques that address tomorrow’s needs running on AMD’s flagship products. In addition, your research will also help define AMD’s hardware architectures.</p>
<p><b>Responsibilities:</b></p>
<ul><li>Provide leadership and guidance to the applications software team</li>
<li>Provide application level insights that feed into research architectures</li>
<li>Participate in funding opportunity responses using your applications and software knowledge</li>
<li>Lead algorithmic research in HPC applications development on AMD hardware</li>
<li>Develop software solutions that address the evolving needs of AMD’s customers</li>
<li>Drive research and development, technology transfer and customer interactions that lead to the development of AMD best-in-class machine learning solutions</li></ul>
<br>
<p><b>Minimum Qualifications</b></p>
<ul><li>PhD or equivalent in applied mathematics, applied physics, computational engineering, computer science, or a related technical field</li>
<li>Demonstrated track record of successful research as measured by publications in peer-reviewed journals, conferences, or patent generation</li>
<li>Recognized expertise in one of the scientific computing fields. The successful candidate will have demonstrated impact on scientific applications development and have substantial software contributions</li>
<li>Deep knowledge and experience in US DOE applications, oil and gas applications, or similar large scale simulation codes</li></ul>
<br>
<p><b>Preferred Qualifications</b></p>
<ul><li>Large-scale computational scientific simulation software experience</li>
<li>Demonstrated expertise with GPGPU or FPGA acceleration of HPC algorithms</li>
<li>Active development in scientific applications using GPGPU acceleration methodologies</li></ul>
<br>
<p>#LI-SK1</p>
<p>#realtimeAI</p><p>
<br>
<b>Requisition Number: </b>52162<br>
<b>Country: </b>United States <b>State: </b>Texas <b>City: </b>Austin<br>
<b>Job Function: Design</b></p>
<p><i>AMD does not accept unsolicited resumes from headhunters, recruitment agencies or fee based recruitment services. AMD and its subsidiaries are equal opportunity employers. We consider candidates regardless of age, ancestry, color, marital status, medical condition, mental or physical disability, national origin, race, religion, political and/or third party affiliation, sex, pregnancy, sexual orientation, gender identity, military or veteran status. Please click </i><i>here </i><i>for more information.</i></p></div></span>",357 reviews,"Austin, TX"
"Data Scientist, Austin",Code Pilot,"<span id=""job_summary"" class=""summary"">-----------
<br><br>
<b>Who we are:</b><br>
-----------
<br><br>
We are Code Pilot, a data science company with the mission to change the hiring process. An engineer should be judged on their talent which is why we created Code Pilot portfolio. An intelligent platform where you showcase, validate, and share your skills with hiring managers in real-time. There is no need for a resume, cover letter, phone screen, or technical interview when you build a Code Pilot portfolio. Let your code do the talking.
<br><br>
-------------------
<br><br>
<b>We are looking for:</b><br>
-------------------
<br><br>
A new data science team member to support the development of a platform for one of our hiring partners.
<br><br>
-------------------------
<br><br>
<b>Responsibilities include:</b><br>
-------------------------
<br><br>
<ul>
<li>Design and implement data analysis, data mining, research, analysis, modeling strategies and best practices</li>
<li>Use analytical expertise to spot key business insights, trends, and opportunities in our vast database</li>
<li>Help interpret and communicate your findings in a way that is easily understood by those less familiar with data</li>
<li>Collaborate with a dynamic Product and Development team in delivering data products and insights to clients</li>
<li>Establish and maintain relationships with distributed cross-functional teams to leverage domain and industry expertise</li>
<li>Identify missing and inaccurate data in our platforms; seek out supplements and replacements to improve our data sets to the greatest extent possible</li>
<li>Advise teams and clients as a subject matter expert in data science</li>
</ul>
-------------
<br><br>
<b>Requirements:</b><br>
-------------
<br><br>
<ul>
<li>Bachelor’s degree in a quantitative field such as Statistics, Computer Science, Economics, or Mathematics; or equivalent work experience</li>
<li>Relevant, successful professional industry experience</li>
<li>Proficiency with database and analysis tools like R, SQL, Python, and others</li>
<li>Expertise in statistical modeling, data collection, aggregation, analysis, machine learning, and productization</li>
<li>Self-driven passion for finding and collaboratively solving problems</li>
<li>Strong understanding of the benefits and flaws in the application of various methods</li>
<li>Build your portfolio today: https://mycodepilot.com/candidates ( https://mycodepilot.com/candidates )</li>
</ul>
</span>",,"Austin, TX"
Data Scientist,Atlas Wearables,"<span id=""job_summary"" class=""summary""><p>You will help push the limits of machine learning as a key member of the data science team, whose responsibilities range from implementing highly optimized machine learning algorithms for lower-power environments to high level user studies. You will have the opportunity to carry a project suiting your skills and interests from conception to deployment.
<br>
<br>
Low power gesture recognition, routine and activity recommendation, model personalization, and improved form analysis.</p></span>",,"Austin, TX"
,,,,
"Junior Data Scientist, Dell HR - Diversity & Inclusion",DELL,"<span id=""job_summary"" class=""summary""><div><p>Dell is a collective of customer-obsessed, industry-leading visionaries. We believe that technology is essential for driving human progress, and the technology we provide transforms the way we all work and live. But we are more than a technology company — we are a people company. We recognize that over 100,000 employees across six continents have different interests and aspirations. We inspire, challenge and respect each and every one of them, every day. And we provide them with unparalleled growth and development opportunities.</p><br>
<p>
The core purpose of the Junior Data Scientist on the Dell People Insights Team is to provide advanced analytical capabilities to support HR data science initiatives. This role will focus primarily on initiatives in Diversity and Inclusion but will be called upon to help in our support of broader initiatives that yield tangible results for the company.</p><br>
<p>
In addition, the Junior Data Scientist is responsible for taking the lead in consulting with stakeholders who do not have data science background on analytics projects, developing expertise in problem analysis, solution implementation, and ongoing optimization. The Junior Data Scientist is expected to stay current on industry trends, emerging technologies, new methodologies, and interact with multiple support team members to accomplish their objectives.</p><br>
<p>
To accomplish this, the Junior Data Scientist must have a strong interest in data science, statistical analyses, and strong skills in problem solving while demonstrating comfort in dealing with ambiguity. Also, the Data Scientist must possess a high level of intellectual curiosity in proactively identifying opportunities for improved results. The most critical aspect of this role will be the consulting and cultivation of relationships in telling stories with data to support Dell Executives with Dell goals in Diversity and Inclusion related to Human Capital.</p><br>
<p><b>
Job Responsibilities include:</b></p><ul><li>
Selecting features, building and optimizing classifiers using machine learning techniques</li><li>
Expertise machine learning and modeling platforms</li><li>
Consulting on client needs, data and dashboard outputs and developing an understanding of the problems faced by stakeholders in telling stories with Human capital to non-mathematical partners.</li><li>
Expertise in Statistics and validation of statistics and the development of forecasting models to include time series and curve fitting</li><li>
Enhancing data collection procedures to include information that is relevant for building analytical systems</li><li>
Processing, cleansing, and verifying the integrity of data used for analysis</li><li>
Doing ad-hoc analysis and presenting results in a clear manner with typical skills in powerpoint and presentations</li><li>
Working with teams to create automated anomaly detection systems and track performance of internal initiatives</li></ul><br>
<p><b>Preferred Education Background:</b></p><p><b>
Bachelor’s degree in a mathematical field such as but not limited to: Physics, Computer Science, Mathematics, Statistics, Data Science, Biology or Engineering</b></p><br>
<p><b>
Skills and Experience</b></p><ul><li>
Experience in software packages including R, other data science and data science tools such as Microsoft Azure, Spark, Informatica, etc.</li><li>
Experience with Sql, Hadoop ecosystem, WorkDay, Peoplesoft and/or Tableau, Qlikview and other BI Tools is helpful but not required</li><li>
Experience in talking with stakeholders and familiarization with Design thinking. Specific focus on visual displays of quantitative information, telling stories with data and helping executives understand how Human Capital data affects their organization.</li></ul><br>
<p><b>Benefits
</b></p><p>We offer highly competitive salaries, bonus programs, world-class benefits, and unparalleled growth and development opportunities — all to create a compelling and rewarding work environment.</p><br>
<p><b>
Apply now!</b></p><p>
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Learn more about Diversity and Inclusion at Dell here.</p></div></span>","8,380 reviews","Austin, TX"
DATA SCIENTIST BL LAB,The Home Depot,"<span id=""job_summary"" class=""summary"">POSITION PURPOSE
<br>Data Scientist will develop the analytical infrastructure and computational capabilities that drive decision making and maximize the organizations profitability. By partnering with business leaders and software engineers to leverage company and industry data, the data scientist will develop predictive systems and algorithms for identifying trends and providing business solutions. The Data Scientist is an integral part of the Pricing Team. The data scientists team's primary focus is driving data analytics and predictive modeling on large datasets to extract meaningful business information using statistics and machine learning techniques.
<br><br>
MAJOR TASKS, RESPONSIBILITIES AND KEY ACCOUNTABILITIES
<br>50% Design and develop algorithms and models to use against large datasets to create business insights.
<br>20% Establishing scalable, efficient processes for large scale data analyses, model development, and model implementation
<br>20% Solve problems creatively with strategic insights. Leverage data to present a compelling business case to optimize price points.
<br>10% Remain knowledgeable on advancements in data science and machine learning. Identify opportunities to apply learnings.
<br><br>
NATURE AND SCOPE
<br>Position reports to Sr Data Science BL Lab
<br>No direct reports
<br><br>
ENVIRONMENTAL JOB REQUIREMENTS
<br><br>
<b>Environment:</b><br>
Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.
<br><br>
<b>Travel:</b><br>
Typically requires overnight travel less than 10% of the time.
<br>MINIMUM QUALIFICATIONS
<br>Must be eighteen years of age or older.
<br>Must be legally permitted to work in the United States.
<br><br>
<b>Education Required:</b><br>
The knowledge, skills, and abilities typically acquired through the completion of a PhD program in a field of study related to the job.
<br><br>
<b>Years of Relevant Work Experience:</b> 4 years
<br><br>
<b>Physical Requirements:</b><br>
Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.
<br><br>
<b>Additional Qualifications:</b><br>
PhD in Computer Science, Math or related quantitative field.
<br>Expert knowledge in manipulating massive datasets, statistical analysis, and predictive modeling.
<br><br>
<b>Preferred Qualifications:</b><br>
Experience in data mining, data analysis, and predictive modeling
<br>Previous work experience in business intelligence and data analytics
<br>Proven experience utilizing statistical techniques to identify key insights from data to solve business
<br>problems
<br><br>
<b>Knowledge, Skills, Abilities and Competencies:</b><br>
Ability to build scalable systems that analyze huge data sets and make actionable recommendations
<br>Strong communication and data presentation skills
<br>Ability to quickly adapt to new technologies, tools and techniques
<br>Flexible and responsive; able to perform in a fast-paced, dynamic, decision-making environment and meet aggressive timelines</span>","38,633 reviews","Austin, TX 78716"
Data Mining Scientist,Apple,"<span id=""job_summary"" class=""summary""><div><div><div><div><p>The Apple Analytic Insight team is looking for an extraordinary data scientist who is passionate about designing, developing, and fielding data mining solutions that have direct and measurable impact to Apple. You will work with various business leaders and executives to help identify viable data mining opportunities and then implement end to end analytical solutions. You should have both a broad knowledge of existing data mining algorithms and creativity to invent and customize when necessary.
</p><div><h3 class=""jobSectionHeader""><b>
Key Qualifications</b></h3><ul><li>
Strong knowledge of data science algorithms including decision trees, probability networks, association rules, clustering, regression, and neural networks.</li><li>
Familiarity with database modeling and data warehousing principles with a working knowledge of SQL.</li><li>
Creativity to go beyond current tools to deliver the best solution to a problem</li><li>
Strong programming skills in Python, Java, C++, or similar language</li><li>
Excellent presentation, communication and social skills, with solid attention to detail.</li><li>
Ability to work independently and make key decisions on projects</li><li>
Researches, and if applicable, implements new technologies and methods in the areas of data analysis, data modeling, data glossaries and libraries.
</li></ul></div><h3 class=""jobSectionHeader""><b>Description</b></h3><p>
Apple has a tremendous amount of data, and we have just scratched the surface in pattern detection, anomaly detection, predictive modeling, and optimization. There are many exciting problems to be discovered and solved and many business owners eager to use data mining.
The Apple Analytic Insight team supports scientists to stay abreast of data science research by attending conferences and working with academic faculty and students. We cultivate a collaborative work environment, but allow solution autonomy on projects.
RESPONSIBILITIES:
- Conceive and design end to end data science solutions to support Apple's business units and initiatives.
- Work with business owners to map business requirements into technical solutions.
- Develop and implement data science solutions to fit business problem, which may include applying algorithms from a standard tool or custom algorithm development.
- Work closely with data warehouse architects and software developers to generate precise business intelligence solutions for end users.
- Support production analytic solutions.
- Perform ad hoc statistical and data science analyses.
- Present results of analyses to business units.
- Takes the initiative to develop and automate regular and ad-hoc reports
</p><h3 class=""jobSectionHeader""><b>
Education</b></h3><ul><li>Either:
Ph.D. in Data Science, Machine Learning, Statistics, Operations Research or related field
M.S. in related field with 5+ years experience applying data science techniques to real business problems.
Apple is an equal opportunity employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.</li></ul></div></div></div></div></span>","5,786 reviews","Austin, TX"
Data Scientist,KEYW Corporation,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Responsibilities
</b></h2><div><div><div><div>As a Data Scientist, you will support our customer’s mission looking for new and innovative ways of discovering devices, classifying devices, and extracting pattern-of-life from non-traditional sensors (including cyber network data). Work with a variety of structured/unstructured data sources. Produce novel research into anomaly detection, classification, discovery, and pattern-of-life from non-traditional sensor sources. Apply statistical processes and formulas to solve critical mission needs by extracting information from raw sources of non-traditional sensor data. Communicate findings to a non-technical audience of decision makers. Collaborate with an interdisciplinary team of data scientists, software engineers, dev ops engineers, and subject matter experts.</div>
</div></div></div><h2 class=""jobSectionHeader""><b>Qualifications
</b></h2><div><div><div><div>Required Skills:</div><ul><li>
7+ years’ experience applying quantitative/statistical principles to multiple types of data</li><li>
Experience applying machine learning algorithms to large (TB/PB scale) data sets</li><li>
Recognized key contributor to a previous data-driven project</li><li>
Ability to produce fundamental research results and objectives with minimal technical supervision</li><li>
Proven expertise in identifying salient machine learning algorithms to apply to new types of data with actionable results</li></ul><div>
Location: Austin, TX</div><br>
<div>
Clearance: Must be able to obtain and maintain a clearance, TS/SCI eligible</div><br>
<div>
KeyW is an EEO employer. We are committed to providing fair and equal employment consideration, regardless of race, color, religion, national origin, gender, sexual orientation, age, marital status or disability.</div>
</div></div></div><h2 class=""jobSectionHeader""><b>About the Organization
</b></h2><div><div><div><div>KeyW is a pure-play national security solutions provider for the Intelligence, Cyber and Counterterrorism Communities' toughest challenges. We support the collection, processing, analysis and dissemination of information across the full spectrum of their missions. We employ and challenge more than 2,000 of the most talented professionals in the industry with solving such complex problems as preventing cyber threats, transforming data into intelligence and combating global terrorism.</div></div></div></div></div></span>",30 reviews,"Austin, TX"
Data Scientist,Applied Systems Inc.,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Job Description
</b></h2><div><div><div><p><b>Make a Difference Every Day with Team Applied</b><br>
The people of Applied are making a difference every day through innovation and a commitment to help safeguard and protect what matters most. With first-to-market software, mobile and data analytics solutions, Applied is revolutionizing companies to strengthen their position as trusted advisors to clients across the world. Our core values challenge employees to make a difference every day with excellence for customers and support for the communities around us. We believe that success comes from a dynamic working environment that offers professionals an opportunity to grow and succeed alongside extraordinary people.</p><p>
Learn how you can make a difference on Team Applied.<br>
</p><div><b>Job Summary</b><br>
Applied Systems, Inc., a worldwide leader in insurance technology, is currently searching for a <b>Data Scientist </b>to join our IVANS Insurance Solutions Division. In this role, you will be part of a small, fast-paced team comprised of individuals from world class technology and insurance industry firms tasked with the creation of highly innovative products to lead the industry in the digital world. You will be relied upon to find innovative and creative ways to leverage some of the industry’s largest data resources to speed decision-making and growth for hundreds of thousands of insurance professionals and their clients.<br>
<br>
Responsibilities include:</div><ul><li>
Design and implement data analysis, data mining, research, analysis, modeling strategies and best practices</li><li>
Use analytical expertise to spot key business insights, trends, and opportunities in our vast database</li><li>
Help interpret and communicate your findings in a way that is easily understood by those less familiar with data</li><li>
Collaborate with a dynamic Product and Development team in delivering data products and insights to clients</li><li>
Establish and maintain relationships with distributed cross-functional teams to leverage domain and industry expertise</li><li>
Identify missing and inaccurate data in our platforms; seek out supplements and replacements to improve our data sets to the greatest extent possible</li><li>
Advise teams and clients as a subject matter expert in data science</li></ul><br>
<div><b>
Requirements:</b></div><ul><li>
Bachelor’s degree in a quantitative field such as Statistics, Computer Science, Economics, or Mathematics; or equivalent work experience</li><li>
Relevant, successful professional industry experience</li><li>
Proficiency with database and analysis tools like R, SQL, Python, and others</li><li>
Expertise in statistical modeling, data collection, aggregation, analysis, machine learning, and productization</li><li>
Self-driven passion for finding and collaboratively solving problems</li><li>
Strong understanding of the benefits and flaws in the application of various methods</li></ul><br>
<div><b>
Corporate Profile</b><br>
Applied Systems is a leading provider of software that powers the business of insurance. Recognized as a pioneer in agency management systems, insurance organizations rely on the company’s software to manage their clients and policies in a consistent manner to minimize risk, reduce operating expenses, and drive sustainable growth and profitability. Leading the industry in technology innovation, Applied Systems has been at the forefront of data exchange between agencies, brokers, carriers and their clients. Today, the company has more than 1,500 employees with customers throughout the United States, Canada, the United Kingdom, and Ireland. By automating the insurance lifecycle, Applied Systems remains committed to help safeguard what matters most to millions of people around the world. To learn more, please visit www.AppliedSystems.com.</div><br>
<div>
Employees feel appreciated at Applied Systems. In addition to a competitive benefits package that starts on the first day of employment, we offer paid time off, a flexible ”Dress for your Day” casual dress code, and an open communication policy. The resulting atmosphere is professional and conducive to productivity, yet comfortable and fun.</div><br>
<div><i>
Applied Systems welcomes and encourages applications from people with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.</i></div><br>
<div>
#CB</div></div></div></div></div></span>",74 reviews,"Austin, TX"
Data Scientist,SHI International Corp.,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>About SHI</b></h2>
<div><div><div><br>
<br>
<div><i>Innovative Solutions. World Class Support.</i></div><br>
<div>
Headquartered in Somerset, NJ, SHI International Corp. has transformed itself from a $1 million “software-only” regional reseller into a $8.5 billion+ global provider of technology products and services. Privately-held and under the guidance of its current ownership since 1989, SHI has experienced tremendous growth in size and scope. Its organic growth and over two decades of stability are a direct result of backing a highly-skilled, tenured sales force with software volume licensing experts, hardware procurement specialists and certified IT services professionals.<br>
<br>
SHI offers custom IT solutions for every aspect of your environment from software and hardware procurement to deployment planning, configuration, data center optimization, mobility and IT asset management.<br>
SHI supports their clients from over 30 offices throughout the U.S., Canada, the U.K., Germany, France and Hong Kong. SHI’s goal is to foster long-term, mutually-beneficial relationships with its customers and partners, every day.</div><br>
<div><b>
What SHI Can Offer:</b></div><ul><li>
World Class Facility includes on site gyms, restaurants and community events</li><li>
Ongoing opportunities for personal and professional growth and development due to our strong promote from within philosophy</li><li>
Work in an up-beat, creative, and fun environment</li><li>
Benefits, include medical, vision, dental, 401K, and flexible spending</li><li>
Supportive Management and Leadership</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Job Description/Overview
</b></h2><div><div><div><p>SHI is looking for a data scientist with a proven track-record to join the Business Insights team. The perfect fit will have experience analyzing large data sets for trends and insights that deliver value to the organization in a meaningful way.</p>
</div></div></div><h2 class=""jobSectionHeader""><b>Responsibilities/Job Function
</b></h2><div><div><div><ul><li>Discover information hidden in large amounts of data</li><li>
Work with Nousot AI to mine data for opportunity management</li><li>
Work closely with business managers to tie behaviors to data</li><li>
Mine current data based on requests from business leaders</li><li>
Work with Data Integrity analyst to ensure data is clean &amp; in a usable format</li><li>
Work with Technology analyst install new fields &amp; common language in applications</li><li>
Build consistent, repeatable ways to uncover &amp; manage outputs to Sales Leadership.</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Qualifications/Minimum Skills Required
</b></h2><div><div><div><ul><li>Completed BA Required, Masters preferred</li><li>
5 years min experience within the field of Data Analysis; mining/managing complex data in addition to a strong knowledge of statistics and data analysis</li><li>
High working knowledge of XLSTAT or comparable statistical analysis tool.</li><li>
Natural curiosity to understand what drives results</li><li>
Ability to manage large data sets and generate hypothesis’ for business leaders to answer</li><li>
Min 5 years of strong applied statistics skills: distributions, statistical testing, regression, etc.</li><li>
Exceptional written/verbal communication skills</li><li>
Proven drive for results</li><li>
Detail-oriented</li><li>
Organized</li><li>
Advanced Microsoft Skills (Excel, PowerPoint, etc.)</li></ul><div><b><i>
Equal Employment Opportunity – M/F/Disability/Protected Veteran Status</i></b></div></div></div></div></div></span>",177 reviews,"Austin, TX"
